created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_urls,user_verified
Mon Jul 05 07:58:09 +0000 2021,,,,1,1411957559712432128,ciahol,1411812826813976577,1313318252,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ciahol @Robert06270082 @Renata_Grochal @MacBor4 @poselTTrela @ARozenek Program koalicji Demokraci (od PSL do Rozenka i Treli)
klimat
wolność
samorządność
decentralizacja
reforma edukacji 
praworządność
tanie sprawne państwo
rozdział kościoła od państwa
uproszczenie prawa
niezaradnym pomagamy, zaradnym nie przeszkadzamy
To moja skromna propozycja:)",https://twitter.com/NieOddac/status/1411957559712432128,Mon Feb 08 16:44:23 +0000 2021,1358818936725377025,false,"Jestem osobą ze zdiagnozowanym spektrum autyzmu, jestem po próbie samobójczej. Wychowuję sama dziecko ze spektrum autyzmu.",12286,4366,5053,9,Jastrzębie Zdrój woj śląskie,Malina Wąsowska,NieOddac,24391,https://tumalina.pl/,false
Mon Jul 05 08:21:28 +0000 2021,,,,0,1411963424221941763,RyszardWojcik,1411943640939876354,544897997,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@RyszardWojcik @Roberte36015396 @SzczesniakA @Katarzy39952539 Znaczy się Jak jegomość  XY dumał w XIX wieku i wymyślił, że klimat się będzie ocieplał na skutek CO2? Dość karkołomna teza.",https://twitter.com/MeteoprognozaPL/status/1411963424221941763,Wed Jul 16 13:54:38 +0000 2014,2651114600,false,"Pogoda to nasz żywioł! #pogoda #meteo 
https://t.co/yNsUQb6qnz https://t.co/xM6zqUjrML mapy: http://153.19.38.189/",277216,37596,1480,182,Polska,meteoprognoza.pl🇵🇱,MeteoprognozaPL,200993,http://www.meteoprognoza.pl,false
Mon Jul 05 12:50:04 +0000 2021,,,,1,1412031023588708352,Kwiatkow_Lipska,1412019046728491009,1270770556170899500,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Kwiatkow_Lipska @krybarczyk23 @PL_2050 @szymon_holownia @tvn24rozmowa I dalej większość przerabia - kilku ludzi zakłada partię obiecanki, cacanki tylko wstąpcie, zapiszcie sie i w następnej kadencji  głosujcie  na nas .  A, ze nie wyszło ? Sorry, taki mamy klimat, ale już w następnej kadencji wyjdzie. I tak wkoło Macieju",https://twitter.com/jolaiza29/status/1412031023588708352,Thu May 07 21:18:59 +0000 2015,3241029315,false,"Wieś podkarpacka, sympatyk  Polska2050, Wierzę w naukę i  Matkę Naturę. A jak nasza  zderzy się z inną galaktyką? Drugi wybór  LewicaRazem .",41479,1147,1861,9,,Jola.Iza Lubelanka z Podkarpacia # Unia to My 🇪🇺,jolaiza29,24775,,false
Mon Jul 05 06:33:46 +0000 2021,opad Polska pogoda klimat,https://twitter.com/PogodaMeteo/status/1411936323779371013/photo/1,,5,1411936323779371013,,,,pl,,false,,1,,,"<a href=""https://meteomodel.pl"" rel=""nofollow"">PolClim</a>",AutoTweet: Dobowa suma #opad w #Polska w dniu 2021-07-04. Źródło: @IMGWmeteo #pogoda #klimat https://t.co/xsyokVwH5B,https://twitter.com/PogodaMeteo/status/1411936323779371013,Thu Jul 27 06:30:20 +0000 2017,890459317694025729,false,"Pogoda i Klimat #pogoda #klimat #gfs #blog
Uwaga - moje opinie są prywatne, nie muszą odzwierciedlać stanowiska IMGW-PIB.",11839,6798,364,49,Polska,Meteomodel ❄️ ❄️ ❄️,PogodaMeteo,70608,https://meteomodel.pl/,false
Mon Jul 05 11:13:20 +0000 2021,,,,0,1412006678275448834,Energetyka_24,1412006298657361928,3821303182,pl,"Kędzierzyn-Koźle, Polska",,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Energetyka_24 Człowiek ma gigantyczny wpływ na środowisko i nie ma żadnego wpływu  na klimat !,https://twitter.com/WESLEYROBERTART/status/1412006678275448834,Mon Mar 02 13:22:28 +0000 2015,3065946705,false,WeteranUPR.Weteran walki z covidiotami.Nie wierzymy w nic!Nie wierzymy nikomu! Patrzymy na fakty i wyciągamy wnioski!CO2 to gaz życia i nie jest gazem cieplnym.,68128,1476,936,20,opolskie,WIESLAW ROBERT ROK,WESLEYROBERTART,54644,http://www.opolskie.upr.org.pl,false
Mon Jul 05 07:12:28 +0000 2021,,,,0,1411946061564985349,,,,pl,,,,1,1411945237002457089,GRIDWarszawa,"<a href=""http://www.youngindianwomen.com"" rel=""nofollow"">SDGsbot</a>","Maria Andrzejewska @MariaGridw, dyrektor generalna @GRIDWarszawa członkinią jury Nagrody Forum Odpowiedzianego Biznesu @FOB_Poland ""Ludzie, którzy zmieniają biznes"". 

https://t.co/PzSh6ly5nA

#bines #CSRwPL #klimat #środowisko #zrównoważonyrozwój #SDGs #odpowiedzialnybiznes",https://twitter.com/SDGsbot/status/1411946061564985349,Sat Jun 24 07:17:45 +0000 2017,878512453117591552,false,"Anything and everything related to Sustainable Development Goals.  Bot Created by @Gurmeet_Kaur1 
Rts are not endorsement",41,11603,10,116,Everywhere,SDGs,SDGsbot,124275,,false
Mon Jul 05 08:25:33 +0000 2021,opad Polska pogoda klimat,https://twitter.com/PogodaMeteo/status/1411936323779371013/photo/1,,0,1411964452921122816,,,,pl,,false,,1,1411936323779371013,PogodaMeteo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AutoTweet: Dobowa suma #opad w #Polska w dniu 2021-07-04. Źródło: @IMGWmeteo #pogoda #klimat https://t.co/xsyokVwH5B,https://twitter.com/iSokolkaeu/status/1411964452921122816,Mon Mar 09 13:17:38 +0000 2015,3081521871,false,Internetowa gazeta powiatu sokólskiego,221,841,196,7,Sokółka,iSokolka.eu,iSokolkaeu,7878,http://www.isokolka.eu,false
Mon Jul 05 12:26:06 +0000 2021,akcje inwestycje giełda,https://twitter.com/Squabercom/status/1412024990497656836/photo/1,https://blog.squaber.com/2021/07/niewidzialna-reka-hossy-magazyn-bilans-lipiec-2021/,0,1412024990497656836,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Jaki jest klimat rynkowy?
Co ciekawego może się wydarzyć w lipcu?
Co ma wpływ na rekordy na indeksie WIG?
Ile będzie trzeba czekać na kolejne wielkie debiuty giełdowe?
Sprawdź w nowym Magazynie Bilans ⬇⬇
https://t.co/SSuHMmbNRR
#akcje #inwestycje #giełda https://t.co/FNfzOW5bPl",https://twitter.com/Squabercom/status/1412024990497656836,Thu Dec 19 07:40:40 +0000 2013,2253159547,false,"Realne wsparcie w inwestowaniu na globalnych rynkach akcji, towarów, surowców, walut. Komentarze, analizy, codzienne briefy inwestycyjne.",239,2506,248,37,Polska,Squaber - Praktycznie o inwestowaniu,Squabercom,2800,http://squaber.com,false
Mon Jul 05 08:47:38 +0000 2021,,,,0,1411970011992891394,,,,pl,,,,2,1411958090807848960,sylwiafrolow,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@estera_flieger Miałam kiedyś taką rozmowę z prof. Pomianowskim. Rzuciłam mu tezą, że Niemcy pobudowali na terenach polskich obozy koncentracyjne, bo tu im sprzyjał klimat antysemityzmu. I on, Żyd, zaprzeczył. Powiedział, że logistycznie to im się najbardziej opłacało. Od tego czasu ważę słowa.",https://twitter.com/SolskaAda/status/1411970011992891394,Sun Feb 19 11:09:32 +0000 2017,833272300417986565,false,"Płynie się zawsze do źródeł pod prąd, z prądem płyną śmiecie.
Naród, który traci pamięć, traci sumienie.
#MuremZaPolskimMundurem",81103,873,1096,2,,Ada Solska,SolskaAda,29676,,false
Mon Jul 05 10:31:27 +0000 2021,pogoda klimat Bałtyk morze temperatura,https://twitter.com/PogodaMeteo/status/1411996139604357122/photo/1,https://blog.meteomodel.pl/temperatura-baltyku/,4,1411996139604357122,,,,pl,,false,,1,,,"<a href=""https://meteomodel.pl"" rel=""nofollow"">PolClim</a>","AutoTweet: Temperatura powierzchni południowego Bałtyku w ostatnich latach. Źródło: @CMEMS_EU, produkt: DMI-BALTIC-SST-L4-NRT. Więcej informacji: https://t.co/wMu4viUDI8 #pogoda #klimat #Bałtyk #morze #temperatura https://t.co/jI5EH3dg6w",https://twitter.com/PogodaMeteo/status/1411996139604357122,Thu Jul 27 06:30:20 +0000 2017,890459317694025729,false,"Pogoda i Klimat #pogoda #klimat #gfs #blog
Uwaga - moje opinie są prywatne, nie muszą odzwierciedlać stanowiska IMGW-PIB.",11839,6798,364,49,Polska,Meteomodel ❄️ ❄️ ❄️,PogodaMeteo,70608,https://meteomodel.pl/,false
Mon Jul 05 10:22:54 +0000 2021,torfowiska rzeki jeziora,,,0,1411993985946734595,,,,pl,,,,8,1411966666959900679,utriculator,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mokradła-#torfowiska, #rzeki i #jeziora gromadzą wodę. Przez to są niezwykle ważne dla przetrwania organizmów (w tym ludzi) i ekosystemów. Niestety od setek lat podlegają presji ze strony człowieka i obecnie także antropogenicznym zmianom klimatu #klimat https://t.co/ZbHyBLJXbW",https://twitter.com/TestateTornado/status/1411993985946734595,Thu Jul 21 06:19:34 +0000 2016,756010710639972352,false,"Paleoecologist at @igsopas fascinated by peatland and lake #disturbances using testate amoebae, charcoal & digital vegetation pictures",1339,234,592,1,"Warsaw, Polska",Dominika Łuców,TestateTornado,212,https://www.researchgate.net/profile/Dominika_Lucow,false
Mon Jul 05 12:44:25 +0000 2021,,,https://twitter.com/EURO2024/status/1410938319568084993,1,1412029598758588419,,,,pl,,false,1410938319568084993,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ale mi przykro :( w sensie no gratuluję chłopakom, ale Kill my mind ma taki zajebisty rockowy klimat, fajnie by było :( i jeszcze Louis, fan piłki, szkoda :( https://t.co/Zr1GwBF1g9",https://twitter.com/PerfectDilemma2/status/1412029598758588419,Tue Dec 10 18:52:52 +0000 2019,1204473999444660224,false,"Fan Account
she/her 
ISFJ-T

The truth is still out there",11650,739,1159,25,,Will see Avril Lavigne! MET KANG DANIEL ♥️,PerfectDilemma2,303303,,false
Mon Jul 05 13:06:42 +0000 2021,,,,0,1412035207608348675,rafalhirsch,1412029815234904068,55170438,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@rafalhirsch @GSiemionczyk klimatyzm i jego sekciarstwo słabo się u nas przyjeły XD
na zachodzie zaraz dojdą do poziomu Azteków którzy składali w ofierze kogoś na szczycie piramidy żeby następnego dnia wstało słońce XD a u nas będą składać ofiary za stabilny klimat XD",https://twitter.com/tytus_de_zoo_/status/1412035207608348675,Sun Mar 02 08:24:47 +0000 2014,2375230965,false,,157,195,300,32,,Tytus De Zoo,tytus_de_zoo_,45545,,false
Mon Jul 05 08:40:08 +0000 2021,pogoda klimat synop Polska,https://twitter.com/PogodaMeteo/status/1411968124627324930/photo/1,,0,1411968124627324930,,,,pl,,false,,0,,,"<a href=""https://meteomodel.pl"" rel=""nofollow"">PolClim</a>",AutoTweet: Mapa synoptyczna Polski. #pogoda #klimat #synop #Polska https://t.co/3zOj2JFYSY,https://twitter.com/PogodaMeteo/status/1411968124627324930,Thu Jul 27 06:30:20 +0000 2017,890459317694025729,false,"Pogoda i Klimat #pogoda #klimat #gfs #blog
Uwaga - moje opinie są prywatne, nie muszą odzwierciedlać stanowiska IMGW-PIB.",11839,6798,364,49,Polska,Meteomodel ❄️ ❄️ ❄️,PogodaMeteo,70608,https://meteomodel.pl/,false
Mon Jul 05 09:11:39 +0000 2021,,,https://www.teraz-srodowisko.pl/aktualnosci/holandia-elektrownie-weglowe-10552.html,0,1411976056249237505,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W Holandii wybuchł spór o wcześniejsze zamknięcie dwóch elektrowni zasilanych węglem. Poseł współrządzącej partii mówi, że ""jeżeli to zrobimy, będziemy sprowadzać brudną niemiecką energię z węgla brunatnego"" i że ""klimat na tym nie zyska”. https://t.co/Utl5xuKpuN",https://twitter.com/TerazSrodowisko/status/1411976056249237505,Mon Sep 15 10:08:28 +0000 2014,2811008196,false,"Internetowy dziennik B2B z sektora #środowisko. Najczęstsze tematy: #woda, #odpady, #powietrze, #energia, #OZE #zrownoważonyrozwoj i #klimat",428,2563,1307,42,"Warszawa, Polska",Teraz Środowisko,TerazSrodowisko,10909,https://www.teraz-srodowisko.pl,false
Mon Jul 05 12:52:45 +0000 2021,,,,2,1412031694937464832,wojtek1425,1412031374362656774,409933137,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@wojtek1425 @marta_sofie To tam klimat jak w Polsce.,https://twitter.com/RafalDudkiewic1/status/1412031694937464832,Sun Aug 20 12:26:14 +0000 2017,899246195213828096,false,"Spojrzenie z ukosa. Moje subiektywne opinie o ludziach, zdarzeniach i świecie.",251576,12196,1731,53,"Warszawa, Polska",Rafal Dudkiewicz,RafalDudkiewic1,150634,,false
Mon Jul 05 11:59:08 +0000 2021,,,,0,1412018202712985602,,,,pl,,,,4,1411997844672815106,MaciejWolnosc,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jeśli klimat i temperatura nie ma wpływu na dynamikę pandemii to czemu mamy mniej chorych teraz niż za czasów twardego lockdownu? Kucinski to idiota odcinek 2137 https://t.co/GNPULmEKIC,https://twitter.com/Tempelhof13/status/1412018202712985602,Wed May 12 14:28:27 +0000 2021,1392486775868821504,false,Prawolubny 🇵🇱✌🏻💪🏻🙏🏻,58602,114,180,0,Polska w sercu,Tempelhof,Tempelhof13,38004,,false
Mon Jul 05 10:04:13 +0000 2021,klimat fale zalewanie nabrzeża porty morze podtopienia,https://twitter.com/PortalMorski/status/1411989284148723712/photo/1,http://www.portalmorski.pl/inne/48771-przelewanie-sie-fal-przez-nabrzeza-bedzie-coraz-czestsze-rowniez-w-polsce,0,1411989284148723712,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zobacz jak to wyglądało podczas sztormu sprzed kilku lat w polskim porcie [ZDJĘCIA]. Przelewanie się fal przez nabrzeża będzie coraz częstsze.
&gt;&gt; https://t.co/toK4Cuo2M4

#klimat #fale #zalewanie #nabrzeża #porty #morze #podtopienia @rafalhirsch @RozekTom @radio_szczecin @Tysol https://t.co/19wJNUvgpG",https://twitter.com/PortalMorski/status/1411989284148723712,Fri Nov 02 19:40:11 +0000 2012,921635772,false,"Największy, najstarszy i najbardziej kompetentny morski portal informacyjny w Polsce + morska TV internetowa ||| Info | Net | Video | Publikacje drukowane",299,2847,431,27,Polska,Portal Morski,PortalMorski,7774,http://portalmorski.pl,false
Mon Jul 05 08:35:48 +0000 2021,torfowiska rzeki jeziora,,,0,1411967033026170880,,,,pl,,,,8,1411966666959900679,utriculator,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mokradła-#torfowiska, #rzeki i #jeziora gromadzą wodę. Przez to są niezwykle ważne dla przetrwania organizmów (w tym ludzi) i ekosystemów. Niestety od setek lat podlegają presji ze strony człowieka i obecnie także antropogenicznym zmianom klimatu #klimat https://t.co/ZbHyBLJXbW",https://twitter.com/witeksz/status/1411967033026170880,Fri Mar 05 08:46:15 +0000 2010,120038095,false,"I am interested in modern geological processes (mainly sedimentology) and their record. #geohazards, #sedimentology, #polar_research, #marine_geology, #dating",4466,459,506,0,,Witold Szczuciński,witeksz,329,https://geohazards.home.amu.edu.pl/en/prof-uam-dr-hab-witold-szczucinski,false
Mon Jul 05 11:12:31 +0000 2021,,,,0,1412006473429835780,,,,pl,,,,4,1411997844672815106,MaciejWolnosc,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jeśli klimat i temperatura nie ma wpływu na dynamikę pandemii to czemu mamy mniej chorych teraz niż za czasów twardego lockdownu? Kucinski to idiota odcinek 2137 https://t.co/GNPULmEKIC,https://twitter.com/GnasKg/status/1412006473429835780,Sun Apr 27 18:22:22 +0000 2014,2466458460,false,Antysocjalista☝Przedsiębiorca💶 Ojciec i mąż 👨 Tak wiele pytań.,77846,2820,2454,19,"Oss, Nederland",Kamil Gnaś 🇵🇱✝️,GnasKg,14135,,false
Mon Jul 05 08:03:13 +0000 2021,,,,0,1411958835405799424,golanski_pawe,1411947412311232515,1218853024870867000,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@golanski_pawe @PawelWronskigw TVP - sraczka. Taki mamy klimat.,https://twitter.com/fatherbeocca/status/1411958835405799424,Thu Jun 24 10:07:55 +0000 2010,159059559,false,,18839,135,390,1,Poland,Tuvok,fatherbeocca,6101,,false
Mon Jul 05 12:51:14 +0000 2021,,,,0,1412031316066017287,DarekS_100,1411983733348081664,1251509420099620900,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@DarekS_100 @e_wrzosek @tvp_info @donaldtusk I o tym właśnie mówił @donaldtusk mówiąc o ""ale"". ""taki mamy klimat"" ... nie nie mamy!!! My pozwalamy na to aby taki był.",https://twitter.com/wisSDay/status/1412031316066017287,Sat Dec 17 16:10:52 +0000 2016,810155307557154817,false,#DRM,15937,51,150,0,,Wisginiusz S.Day,wisSDay,5743,,false
